SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-18-2018,Single Family Residential,715 29th Ave,San Francisco,CA,94121,2300000,4,3.0,Central Richmond,2205,2250,1923,27,1043,,Sold,,,http://www.redfin.com/CA/San-Francisco/715-29th-Ave-94121/home/962812,San Francisco MLS,471434,N,Y,37.7757378,-122.4888917
PAST SALE,,Condo/Co-op,313 2nd Ave Apt 3,San Francisco,CA,94118,925000,,,,922,,1965,,1003,,,,,http://www.redfin.com/CA/San-Francisco/313-2nd-Ave-94118/unit-3/home/1420097,,,N,Y,37.7826428,-122.4604278
PAST SALE,,Single Family Residential,435 38th Ave,San Francisco,CA,94121,1028000,,1.0,,2030,2996,1933,,506,,,,,http://www.redfin.com/CA/San-Francisco/435-38th-Ave-94121/home/1818738,,,N,Y,37.7806604,-122.4991049
PAST SALE,June-25-2018,Single Family Residential,764 44th Ave,San Francisco,CA,94121,1725000,2,1.0,Outer Richmond,1686,4200,1924,20,1023,,Sold,,,http://www.redfin.com/CA/San-Francisco/764-44th-Ave-94121/home/1359478,San Francisco MLS,470317,N,Y,37.7742112,-122.5044543
PAST SALE,June-22-2018,Condo/Co-op,1602 Anza St,San Francisco,CA,94118,851000,2,1.0,Inner Richmond,,,,23,,264,Sold,,,http://www.redfin.com/CA/San-Francisco/1602-Anza-St-94118/home/56664630,San Francisco MLS,471235,N,Y,37.7791963,-122.4654722
PAST SALE,June-15-2018,Condo/Co-op,1306 McAllister St,San Francisco,CA,94115,1700000,4,2.0,Alamo Square,1834,,1900,30,927,325,Sold,,,http://www.redfin.com/CA/San-Francisco/1306-McAllister-St-94115/home/110031202,San Francisco MLS,466516,N,Y,37.778598,-122.433728
PAST SALE,June-29-2018,Single Family Residential,549 Bright St,San Francisco,CA,94132,1120000,3,1.0,Merced Heights,1365,2495,1925,16,821,,Sold,,,http://www.redfin.com/CA/San-Francisco/549-Bright-St-94132/home/1303031,San Francisco MLS,470380,N,Y,37.7206422,-122.4638075
PAST SALE,July-6-2018,Single Family Residential,52 Broadmoor Dr,San Francisco,CA,94132,2200000,3,3.5,Lakeside,2330,4870,1940,9,944,,Sold,,,http://www.redfin.com/CA/San-Francisco/52-Broadmoor-Dr-94132/home/1415837,San Francisco MLS,471528,N,Y,37.7276639,-122.4735036
PAST SALE,July-11-2018,Condo/Co-op,3981 Alemany Blvd #219,SAN FRANCISCO,CA,94132,800000,2,2.0,SAN FRANCISCO,968,325629,2002,4,826,498,Sold,,,http://www.redfin.com/CA/San-Francisco/3981-Alemany-Blvd-94132/unit-219/home/1875812,MLSListings,ML81707801,N,Y,37.7105232,-122.4688823
PAST SALE,June-22-2018,Condo/Co-op,333 Grant Ave #501,San Francisco,CA,94108,995000,1,1.0,Financial District,832,,1908,23,1196,847,Sold,,,http://www.redfin.com/CA/San-Francisco/333-Grant-Ave-94108/unit-501/home/873051,San Francisco MLS,468190,N,Y,37.7901504,-122.4058696
PAST SALE,June-22-2018,Condo/Co-op,74 New Montgomery St #404,San Francisco,CA,94105,216032,0,1.0,Yerba Buena,474,,1914,23,456,797,Sold,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-404/home/17304417,San Francisco MLS,467934,N,Y,37.7874578,-122.4013098
PAST SALE,June-22-2018,Townhouse,601 Van Ness Ave #83,San Francisco,CA,94102,990000,3,2.0,Van Ness/Civic Center,1110,,1982,23,892,988,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-83/home/1691471,San Francisco MLS,470131,N,Y,37.7813857,-122.4214063
PAST SALE,June-21-2018,Condo/Co-op,601 Van Ness Ave #521,San Francisco,CA,94102,675000,1,1.0,Van Ness/Civic Center,724,,1982,24,932,822,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-521/home/2033222,San Francisco MLS,470499,N,Y,37.7813857,-122.4214063
PAST SALE,,Unknown,1000 3rd St #817,San Francisco,CA,94158,950000,,,,,,,,,,,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-817/home/146183536,,,N,Y,37.7752125,-122.3902276
PAST SALE,,Unknown,1000 3rd St #810,San Francisco,CA,94158,981000,,,,,,,,,,,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-810/home/146183537,,,N,Y,37.7752125,-122.3902276
PAST SALE,July-12-2018,Townhouse,146 Lake Merced Hls,San Francisco,CA,94132,1350000,3,2.5,Lake Shore,2062,,1974,3,655,586,Sold,,,http://www.redfin.com/CA/San-Francisco/146-S-Lake-Merced-Hls-94132/home/1233742,San Francisco MLS,471441,N,Y,37.7092621,-122.4839505
PAST SALE,June-25-2018,Condo/Co-op,201 Folsom St Unit 2D,San Francisco,CA,94105,1495000,2,2.0,South Beach,1213,,2018,20,1232,1113,Sold,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-2D/home/144064110,San Francisco MLS,469230,N,Y,37.7886997,-122.39226
PAST SALE,July-3-2018,Condo/Co-op,229 Brannan St Unit 18 E,San Francisco,CA,94107,1735000,2,2.0,South Beach,,,2001,12,,1069,Sold,,,http://www.redfin.com/CA/San-Francisco/229-Brannan-St-94107/unit-18E/home/856382,San Francisco MLS,471143,N,Y,37.7824513,-122.3902228
PAST SALE,July-3-2018,Condo/Co-op,401 Harrison St Unit 19F,San Francisco,CA,94105,1230000,1,1.0,South Beach,830,,2014,12,1482,1096,Sold,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-19F/home/144063890,San Francisco MLS,469159,N,Y,37.7863747,-122.3919931
PAST SALE,July-10-2018,Condo/Co-op,403 Main St Unit 114N,San Francisco,CA,94105,675000,1,1.0,South Beach,473,,1997,5,1427,390,Sold,,,http://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-114N/home/1885040,San Francisco MLS,470886,N,Y,37.7880767,-122.3896032
PAST SALE,July-11-2018,Condo/Co-op,38 Lusk St #3,San Francisco,CA,94107,1045000,1,1.5,South Beach,1090,,1995,4,959,360,Sold,,,http://www.redfin.com/CA/San-Francisco/38-Lusk-St-94107/unit-3/home/12396285,San Francisco MLS,471603,N,Y,37.7784196,-122.3948033
PAST SALE,July-13-2018,Condo/Co-op,1000 3rd St #811,San Francisco,CA,94158,2134000,3,2.0,Mission Bay,1458,,,2,1464,877,Sold,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-811/home/109299629,San Francisco MLS,451708,N,Y,37.7752125,-122.3902276
PAST SALE,July-13-2018,Condo/Co-op,1325 Indiana St #204,San Francisco,CA,94107,850000,1,2.0,Central Waterfront,,,2002,2,,396,Sold,,,http://www.redfin.com/CA/San-Francisco/1325-Indiana-St-94107/unit-204/home/1400445,San Francisco MLS,471308,N,Y,37.753702,-122.3903556
PAST SALE,,Multi-Family (5+ Unit),1000 3rd St #201,San Francisco,CA,94158,944500,,,,,,,,,,,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-201/home/106429284,,,N,Y,37.7752125,-122.3902276
PAST SALE,July-3-2018,Single Family Residential,461 Noriega St,San Francisco,CA,94122,2450000,3,3.0,Golden Gate Heights,2450,3179,1955,12,1000,,Sold,,,http://www.redfin.com/CA/San-Francisco/461-Noriega-St-94122/home/1525082,San Francisco MLS,471362,N,Y,37.7548633,-122.4685948
PAST SALE,June-27-2018,Single Family Residential,49 Westgate Dr,San Francisco,CA,94127,1337000,2,1.0,Mount Davidson Manor,1249,3236,1927,18,1070,,Sold,,,http://www.redfin.com/CA/San-Francisco/49-Westgate-Dr-94127/home/1486763,San Francisco MLS,471726,N,Y,37.7279513,-122.4661625
PAST SALE,June-25-2018,Multi-Family (5+ Unit),672 Castro St,San Francisco,CA,94114,3750000,13,,Eureka Valley/Dolore,7216,4120,1900,20,520,,Sold,,,http://www.redfin.com/CA/San-Francisco/672-Castro-St-94114/home/145504278,San Francisco MLS,470116,N,Y,37.758091,-122.435146
PAST SALE,June-27-2018,Condo/Co-op,3550 Market St #103,San Francisco,CA,94131,1150000,2,2.0,Twin Peaks,1218,,1979,18,944,600,Sold,,,http://www.redfin.com/CA/San-Francisco/3550-Market-St-94131/unit-103/home/145693446,San Francisco MLS,471160,N,Y,37.7565131,-122.4417593
PAST SALE,June-28-2018,Condo/Co-op,910 Corbett Ave #1,San Francisco,CA,94131,1000000,3,1.5,Twin Peaks,1496,,1989,17,668,,Sold,,,http://www.redfin.com/CA/San-Francisco/910-Corbett-Ave-94131/unit-1/home/12442607,San Francisco MLS,467421,N,Y,37.7523872,-122.4438707
PAST SALE,June-28-2018,Condo/Co-op,910 Corbett Ave #3,San Francisco,CA,94131,1000000,4,2.0,Twin Peaks,1430,,1989,17,699,,Sold,,,http://www.redfin.com/CA/San-Francisco/910-Corbett-Ave-94131/unit-3/home/12442557,San Francisco MLS,467418,N,Y,37.7523872,-122.4438707
PAST SALE,June-29-2018,Single Family Residential,34 Lagunitas Dr,San Francisco,CA,94132,2200000,4,3.0,Lakeside,3310,4948,1938,16,665,,Sold,,,http://www.redfin.com/CA/San-Francisco/34-Lagunitas-Dr-94132/home/1134364,San Francisco MLS,471803,N,Y,37.7335277,-122.4728402
PAST SALE,June-15-2018,Condo/Co-op,2200 Sacramento #102,San Francisco,CA,94115,1730000,2,2.0,Pacific Heights,1139,,1964,30,1519,817,Sold,,,http://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-102/home/146212872,San Francisco MLS,471095,N,Y,37.7906708,-122.4294715
PAST SALE,June-15-2018,Condo/Co-op,461 2nd St Unit C123,San Francisco,CA,94107,750000,1,1.0,South Beach,639,,,30,1174,574,Sold,,,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C123/home/1742499,San Francisco MLS,470433,N,Y,37.783797,-122.3937191
PAST SALE,June-18-2018,Single Family Residential,179 14th Ave,San Francisco,CA,94118,3700000,4,3.0,Lake,3193,3188,1900,27,1159,,Sold,,,http://www.redfin.com/CA/San-Francisco/179-14th-Ave-94118/home/114081766,San Francisco MLS,471248,N,Y,37.7848979,-122.4734151
PAST SALE,June-28-2018,Single Family Residential,1539 18th Ave,San Francisco,CA,94122,1710000,4,2.0,Inner Sunset,1680,2495,1939,17,1018,,Sold,,,http://www.redfin.com/CA/San-Francisco/1539-18th-Ave-94122/home/971620,San Francisco MLS,471346,N,Y,37.7591114,-122.4760684
PAST SALE,June-15-2018,Single Family Residential,6139 California St,San Francisco,CA,94121,2500000,3,2.5,Lake,2237,1875,1913,30,1118,,Sold,,,http://www.redfin.com/CA/San-Francisco/6139-California-St-94121/home/1866639,San Francisco MLS,471231,N,Y,37.7837857,-122.4835415
PAST SALE,July-12-2018,Multi-Family (2-4 Unit),363 365A 11th Ave,San Francisco,CA,94118,2100000,9,3.0,Inner Richmond,3855,3000,1907,3,545,,Sold,,,http://www.redfin.com/CA/San-Francisco/365a-11th-Ave-94118/home/146001542,San Francisco MLS,471933,N,Y,37.7815208,-122.469932
PAST SALE,July-12-2018,Single Family Residential,262 20th Ave,San Francisco,CA,94121,1915000,3,2.0,Central Richmond,1920,2996,1912,3,997,,Sold,,,http://www.redfin.com/CA/San-Francisco/262-20th-Ave-94121/home/1915783,San Francisco MLS,471759,N,Y,37.78297,-122.4794291
PAST SALE,June-25-2018,Single Family Residential,1222 33rd Ave,San Francisco,CA,94122,1625000,2,1.0,Central Sunset,1566,2996,1923,20,1038,,Sold,,,http://www.redfin.com/CA/San-Francisco/1222-33rd-Ave-94122/home/625443,San Francisco MLS,471452,N,Y,37.7642841,-122.4919756
PAST SALE,,Multi-Family (2-4 Unit),179 14th Ave,San Francisco,CA,94118,3700000,4,3.0,,3193,3188,1900,,1159,,,,,http://www.redfin.com/CA/San-Francisco/179-14th-Ave-94118/home/2026750,,,N,Y,37.7848922,-122.473501
PAST SALE,June-22-2018,Townhouse,555 Argonaut,San Francisco,CA,94134,820800,4,3.0,Visitacion Valley,1728,1372,1965,23,475,154,Sold,,,http://www.redfin.com/CA/San-Francisco/555-Argonaut-Ave-94134/home/788835,San Francisco MLS,470431,N,Y,37.7089231,-122.4145282
PAST SALE,June-22-2018,Single Family Residential,444 Sawyer St,SAN FRANCISCO,CA,94134,820000,2,1.0,SAN FRANCISCO,1302,2748,1944,23,630,,Sold,,,http://www.redfin.com/CA/San-Francisco/444-Sawyer-St-94134/home/1929227,MLSListings,ML81696487,N,Y,37.7125638,-122.4149264
PAST SALE,June-22-2018,Single Family Residential,168 Parque Dr,San Francisco,CA,94134,895000,3,1.25,Visitacion Valley,1231,2674,1945,23,727,,Sold,,,http://www.redfin.com/CA/San-Francisco/168-Parque-Dr-94134/home/1114365,San Francisco MLS,470734,N,Y,37.7103569,-122.4213198
PAST SALE,June-29-2018,Single Family Residential,283 Madrid,San Francisco,CA,94112,830000,2,1.0,Excelsior,750,1300,,16,1107,,Sold,,,http://www.redfin.com/CA/San-Francisco/283-Madrid-St-94112/home/773261,San Francisco MLS,469515,N,Y,37.7249185,-122.4300576
PAST SALE,June-26-2018,Single Family Residential,2811 Vallejo St,San Francisco,CA,94123,8000000,3,3.5,Pacific Heights,3526,3436,1925,19,2269,,Sold,,,http://www.redfin.com/CA/San-Francisco/2811-Vallejo-St-94123/home/585870,San Francisco MLS,470422,N,Y,37.793858,-122.443616
PAST SALE,June-27-2018,Single Family Residential,3358 Washington St,San Francisco,CA,94118,6500000,3,4.0,Presidio Heights,3726,3144,1940,18,1744,,Sold,,,http://www.redfin.com/CA/San-Francisco/3358-Washington-St-94118/home/1484103,San Francisco MLS,471847,N,Y,37.790084,-122.448353
PAST SALE,June-29-2018,Single Family Residential,3235 Baker St,San Francisco,CA,94123,3000000,2,2.0,Marina,2245,3571,1927,16,1336,,Sold,,,http://www.redfin.com/CA/San-Francisco/3235-Baker-St-94123/home/1491931,San Francisco MLS,472561,N,Y,37.8009631,-122.4467459
PAST SALE,June-26-2018,Condo/Co-op,2761 Greenwich St,San Francisco,CA,94123,1001000,1,1.0,Cow Hollow,934,,1972,19,1072,,Sold,,,http://www.redfin.com/CA/San-Francisco/2761-Greenwich-St-94123/home/1499141,San Francisco MLS,471514,N,Y,37.7976271,-122.4451646
PAST SALE,June-20-2018,Condo/Co-op,1631 Pierce St,San Francisco,CA,94115,1700000,3,2.5,Lower Pacific Height,1504,,1900,25,1130,767,Sold,,,http://www.redfin.com/CA/San-Francisco/1631-Pierce-St-94115/home/17393416,San Francisco MLS,472311,N,Y,37.7853059,-122.4367108
PAST SALE,July-6-2018,Condo/Co-op,17 Mallorca Way,San Francisco,CA,94123,1375000,2,1.5,Marina,1226,,1924,9,1122,212,Sold,,,http://www.redfin.com/CA/San-Francisco/17-Mallorca-Way-94123/home/1143890,San Francisco MLS,471934,N,Y,37.801015,-122.437616
PAST SALE,July-10-2018,Condo/Co-op,2801 Jackson St #301,San Francisco,CA,94115,1325000,1,1.0,Pacific Heights,,,1906,5,,700,Sold,,,http://www.redfin.com/CA/San-Francisco/2801-Jackson-St-94115/unit-301/home/970303,San Francisco MLS,471406,N,Y,37.791415,-122.441437
PAST SALE,July-11-2018,Single Family Residential,2760 Lyon St,San Francisco,CA,94123,4995000,4,3.5,Cow Hollow,2940,1877,1967,4,1699,,Sold,,,http://www.redfin.com/CA/San-Francisco/2760-Lyon-St-94123/home/585141,San Francisco MLS,470932,N,Y,37.796336,-122.4467902
PAST SALE,,Condo/Co-op,3615 Buchanan St Apt 206,San Francisco,CA,94123,1525000,,2.0,,1338,,1990,,1140,,,,,http://www.redfin.com/CA/San-Francisco/3615-Buchanan-St-94123/unit-206/home/1268184,,,N,Y,37.8032912,-122.4336709
PAST SALE,June-21-2018,Multi-Family (2-4 Unit),69-71 Cervantes Blvd,San Francisco,CA,94123,2793375,4,2.0,Marina,,,1927,24,,,Sold,,,http://www.redfin.com/CA/San-Francisco/69-Cervantes-Blvd-94123/home/558103,San Francisco MLS,468562,N,Y,37.8034754,-122.4386537
PAST SALE,,Single Family Residential,1825 Scott St,San Francisco,CA,94115,3200000,2,3.0,,1100,1694,1900,,2909,,,,,http://www.redfin.com/CA/San-Francisco/1825-Scott-St-94115/home/1780443,,,N,Y,37.786681,-122.438711
PAST SALE,June-26-2018,Condo/Co-op,630 Leavenworth St #5,San Francisco,CA,94109,880000,2,2.0,Downtown,994,,1918,19,885,605,Sold,,,http://www.redfin.com/CA/San-Francisco/630-Leavenworth-St-94109/unit-5/home/35636082,San Francisco MLS,469187,N,Y,37.7869986,-122.4146335
PAST SALE,,Condo/Co-op,1150 Sacramento St Apt 501,San Francisco,CA,94108,3700000,2,3.0,,2589,,1989,,1429,,,,,http://www.redfin.com/CA/San-Francisco/1150-Sacramento-St-94108/unit-501/home/548198,,,N,Y,37.792937,-122.411818
PAST SALE,June-15-2018,Condo/Co-op,900 Bush St #405,San Francisco,CA,94112,738000,1,1.0,Downtown,682,,1982,30,1082,864,Sold,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-405/home/1514342,San Francisco MLS,470471,N,Y,37.789945,-122.412727
PAST SALE,July-2-2018,Condo/Co-op,725 Pine St #308,SAN FRANCISCO,CA,94108,700000,1,1.0,SAN FRANCISCO,538,5000,1920,13,1301,588,Sold,,,http://www.redfin.com/CA/San-Francisco/725-Pine-St-94108/unit-308/home/17306955,MLSListings,ML81694671,N,Y,37.7911451,-122.4077504
PAST SALE,June-20-2018,Condo/Co-op,690 Market St #701,San Francisco,CA,94188,1050000,1,1.5,Financial District,,,,25,,2772,Sold,,,http://www.redfin.com/CA/San-Francisco/690-Market-St-94104/unit-701/home/146054284,San Francisco MLS,472377,N,Y,37.7883046,-122.4032778
PAST SALE,July-10-2018,Condo/Co-op,630 Leavenworth St #4,San Francisco,CA,94109,925000,2,2.0,Downtown,966,,1918,5,958,605,Sold,,,http://www.redfin.com/CA/San-Francisco/630-Leavenworth-St-94109/unit-4/home/39541928,San Francisco MLS,469450,N,Y,37.7869986,-122.4146335
PAST SALE,June-28-2018,Condo/Co-op,1333 Jones St #610,San Francisco,CA,94109,1850000,2,2.0,Nob Hill,,,1960,17,,1848,Sold,,,http://www.redfin.com/CA/San-Francisco/1333-Jones-St-94109/unit-610/home/12399916,San Francisco MLS,468556,N,Y,37.793621,-122.4148823
PAST SALE,June-25-2018,Condo/Co-op,725 Pine St #307,San Francisco,CA,94108,485000,0,1.0,Downtown,,,1908,20,,536,Sold,,,http://www.redfin.com/CA/San-Francisco/725-Pine-St-94108/unit-307/home/17306956,San Francisco MLS,470646,N,Y,37.7910138,-122.4076967
PAST SALE,June-26-2018,Condo/Co-op,506 Fell St Unit C,San Francisco,CA,94102,1560000,2,2.0,Hayes Valley,1215,,1991,19,1284,405,Sold,,,http://www.redfin.com/CA/San-Francisco/506-Fell-St-94102/unit-C/home/577864,San Francisco MLS,471105,N,Y,37.7756452,-122.4263525
PAST SALE,June-25-2018,Single Family Residential,32 Church St,San Francisco,CA,94114,2810000,3,2.5,Duboce Triangle,,1995,1924,20,,,Sold,,,http://www.redfin.com/CA/San-Francisco/32-Church-St-94114/home/145627014,San Francisco MLS,470872,N,Y,37.7698419,-122.4293725
PAST SALE,July-2-2018,Condo/Co-op,363 Waller St,San Francisco,CA,94117,1975000,3,2.5,Hayes Valley,1937,,,13,1020,445,Sold,,,http://www.redfin.com/CA/San-Francisco/363-Waller-St-94117/unit-1/home/1188699,San Francisco MLS,470416,N,Y,37.771038,-122.4296174
PAST SALE,June-26-2018,Condo/Co-op,890 Steiner St,San Francisco,CA,94117,930000,2,1.0,Alamo Square,1305,,1890,19,713,135,Sold,,,http://www.redfin.com/CA/San-Francisco/890-Steiner-St-94117/home/578433,San Francisco MLS,470311,N,Y,37.777324,-122.432872
PAST SALE,July-9-2018,Condo/Co-op,542 Fell St,San Francisco,CA,94102,947000,1,1.0,Hayes Valley,658,,1895,6,1439,148,Sold,,,http://www.redfin.com/CA/San-Francisco/542-Fell-St-94102/home/28890173,San Francisco MLS,471565,N,Y,37.7755418,-122.4267455
PAST SALE,July-13-2018,Condo/Co-op,714 Page St,San Francisco,CA,94117,1375000,3,1.0,Hayes Valley,1016,,1912,2,1353,330,Sold,,,http://www.redfin.com/CA/San-Francisco/714-Page-St-94117/home/110027986,San Francisco MLS,472016,N,Y,37.772989,-122.43267
PAST SALE,,Single Family Residential,80 Corona St,San Francisco,CA,94127,1500000,3,1.0,,1739,5471,1923,,863,,,,,http://www.redfin.com/CA/San-Francisco/80-Corona-St-94127/home/1464884,,,N,Y,37.7229606,-122.466649
PAST SALE,June-22-2018,Townhouse,3620 19th St #10,San Francisco,CA,94110,1600000,2,2.5,Mission Dolores,1510,,2008,23,1060,557,Sold,,,http://www.redfin.com/CA/San-Francisco/3620-19th-St-94110/unit-10/home/18368358,San Francisco MLS,468288,N,Y,37.7601547,-122.4243138
PAST SALE,June-29-2018,Single Family Residential,3751 21st St,San Francisco,CA,94114,2400000,3,1.0,Eureka Valley/Dolore,1295,2848,1910,16,1853,,Sold,,,http://www.redfin.com/CA/San-Francisco/3751-21st-St-94114/home/1694880,San Francisco MLS,462099,N,Y,37.7560935,-122.4312189
PAST SALE,July-9-2018,Condo/Co-op,3566 17th St #1,San Francisco,CA,94110,1725000,2,2.0,Mission Dolores,1190,,1994,6,1450,300,Sold,,,http://www.redfin.com/CA/San-Francisco/3566-17th-St-94110/unit-1/home/708399,San Francisco MLS,471952,N,Y,37.7632643,-122.4253349
PAST SALE,July-13-2018,Single Family Residential,4118 20th St,San Francisco,CA,94114,3150000,3,2.5,Eureka Valley/Dolore,1900,2450,1905,2,1658,,Sold,,,http://www.redfin.com/CA/San-Francisco/4118-20th-St-94114/home/1686850,San Francisco MLS,471098,N,Y,37.75801,-122.433035
PAST SALE,July-13-2018,Condo/Co-op,4210 17th St,San Francisco,CA,94114,1135000,1,1.0,Corona Heights,961,,1923,2,1181,325,Sold,,,http://www.redfin.com/CA/San-Francisco/4210-17th-St-94114/home/1394978,San Francisco MLS,472336,N,Y,37.7623516,-122.4397679
PAST SALE,June-18-2018,Single Family Residential,1742 34th Ave,San Francisco,CA,94122,1360000,2,1.5,Central Sunset,1688,2962,1940,27,806,,Sold,,,http://www.redfin.com/CA/San-Francisco/1742-34th-Ave-94122/home/643606,San Francisco MLS,472082,N,Y,37.7546037,-122.4923844
PAST SALE,June-15-2018,Single Family Residential,450 Yale St,San Francisco,CA,94134,1468000,3,2.0,Portola,1573,2958,1983,30,933,,Sold,,,http://www.redfin.com/CA/San-Francisco/450-Yale-St-94134/home/1623029,San Francisco MLS,471070,N,Y,37.7235818,-122.4164418
PAST SALE,June-19-2018,Townhouse,1285 Sunnydale Ave,San Francisco,CA,94134,715000,4,3.0,Visitacion Valley,1726,1425,1962,26,414,154,Sold,,,http://www.redfin.com/CA/San-Francisco/1285-Sunnydale-Ave-94134/home/1055921,San Francisco MLS,470785,N,Y,37.7112461,-122.4142738
PAST SALE,June-19-2018,Condo/Co-op,520 Natoma St #7,San Francisco,CA,94103,425000,0,1.0,South of Market,,,1911,26,,258,Sold,,,http://www.redfin.com/CA/San-Francisco/520-Natoma-St-94103/unit-7/home/102818482,San Francisco MLS,471440,N,Y,37.779856,-122.4083003
PAST SALE,June-22-2018,Condo/Co-op,99 Rausch #324,San Francisco,CA,94103,994000,1,1.0,South of Market,726,,,23,1369,625,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-324/home/145093974,San Francisco MLS,468146,N,Y,37.7761989,-122.4090638
PAST SALE,June-22-2018,Condo/Co-op,99 Rausch St #619,San Francisco,CA,94103,1595000,2,2.0,South of Market,947,,2018,23,1684,758,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-619/home/145093997,San Francisco MLS,468150,N,Y,37.7761989,-122.4090638
PAST SALE,June-22-2018,Townhouse,99 Rausch St #525,San Francisco,CA,94103,2600000,2,2.0,South of Market,1458,,2018,23,1783,890,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-525/home/145126935,San Francisco MLS,468336,N,Y,37.7761989,-122.4090638
PAST SALE,June-22-2018,Condo/Co-op,99 Rausch St #520,San Francisco,CA,94103,669000,0,1.0,South of Market,401,,,23,1668,515,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-520/home/146111048,San Francisco MLS,472748,N,Y,37.7761989,-122.4090638
PAST SALE,,Condo/Co-op,250 King St Unit 1000,San Francisco,CA,94107,1345000,2,2.0,,1219,,2004,,1103,,,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-1000/home/22889613,,,N,Y,37.7783051,-122.3930552
PAST SALE,June-29-2018,Condo/Co-op,250 King St #656,San Francisco,CA,94107,830000,1,1.0,Mission Bay,916,,2004,16,906,815,Sold,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-656/home/8191066,San Francisco MLS,469447,N,Y,37.7783051,-122.3930552
PAST SALE,July-2-2018,Condo/Co-op,72 Townsend St #504,San Francisco,CA,94107,1550000,2,2.0,South Beach,1260,,2015,13,1230,867,Sold,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-504/home/104018858,San Francisco MLS,470836,N,Y,37.7812595,-122.3902125
PAST SALE,June-19-2018,Condo/Co-op,1075 Market St #803,San Francisco,CA,94103,628000,0,1.0,South of Market,445,,2018,26,1411,586,Sold,,,http://www.redfin.com/CA/San-Francisco/1075-Market-St-94103/unit-803/home/145117726,San Francisco MLS,468251,N,Y,37.780644,-122.411615
PAST SALE,June-15-2018,Condo/Co-op,4 Clarence Pl,San Francisco,CA,94107,3000000,3,3.0,South Beach,,,1998,30,,437,Sold,,,http://www.redfin.com/CA/San-Francisco/4-Clarence-Pl-94107/home/12397156,San Francisco MLS,472965,N,Y,37.7798738,-122.3930723
PAST SALE,July-11-2018,Condo/Co-op,357 Tehama St #3,San Francisco,CA,94103,4050000,3,2.0,South of Market,3452,,1910,4,1173,621,Sold,,,http://www.redfin.com/CA/San-Francisco/357-Tehama-St-94103/unit-3/home/1895716,San Francisco MLS,469888,N,Y,37.7817007,-122.4033885
PAST SALE,July-13-2018,Condo/Co-op,555 4th #539,SAN FRANCISCO,CA,94107,809000,1,1.0,SAN FRANCISCO,752,,2006,2,1076,647,Sold,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-539/home/12402573,MLSListings,ML81705236,N,Y,37.7794218,-122.3967124
PAST SALE,July-12-2018,Condo/Co-op,1075 Market St #501,San Francisco,CA,94103,630000,0,1.0,South of Market,500,,2018,3,1260,623,Sold,,,http://www.redfin.com/CA/San-Francisco/1075-Market-St-94103/unit-501/home/145502216,San Francisco MLS,470099,N,Y,37.780644,-122.411615
PAST SALE,June-21-2018,Condo/Co-op,88 King St #608,San Francisco,CA,94107,1350000,2,2.0,South Beach,1205,,2000,24,1120,1004,Sold,,,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-608/home/1957882,San Francisco MLS,470011,N,Y,37.7806302,-122.3896249
PAST SALE,July-9-2018,Condo/Co-op,3701 Clay St #3,San Francisco,CA,94115,2170000,3,2.0,Presidio Heights,2270,,1904,6,956,1278,Sold,,,http://www.redfin.com/CA/San-Francisco/3701-Clay-St-94118/unit-3/home/2026628,San Francisco MLS,469637,N,Y,37.7880884,-122.4539999
